,s-4,s-3,s-2,s-1,a,r
2509,4,12,15,7,12,0.0
2510,12,15,7,12,4,1.0
2511,15,7,12,4,19,1.0
2512,7,12,4,19,5,0.0
2513,12,4,19,5,7,0.0
2514,4,19,5,7,16,1.0
2515,19,5,7,16,2,0.0
2516,5,7,16,2,6,1.0
2517,7,16,2,6,12,0.0
2518,16,2,6,12,10,1.0
2519,2,6,12,10,18,0.0
2520,6,12,10,18,15,-1.0
2521,12,10,18,15,6,0.0
2522,10,18,15,6,8,1.0
2523,18,15,6,8,17,1.0
2524,15,6,8,17,1,1.0
2525,6,8,17,1,2,1.0
2526,8,17,1,2,11,1.0
2527,17,1,2,11,14,1.0
2528,1,2,11,14,0,0.0
2529,2,11,14,0,18,0.0
2530,11,14,0,18,6,0.0
2531,14,0,18,6,9,0.0
2532,0,18,6,9,15,1.0
2533,18,6,9,15,1,0.0
2534,6,9,15,1,17,0.0
2535,9,15,1,17,5,0.0
2536,15,1,17,5,2,1.0
2537,1,17,5,2,9,1.0
2538,17,5,2,9,18,1.0
2539,5,2,9,18,6,0.0
2540,2,9,18,6,7,-1.0
2541,9,18,6,7,10,1.0
2542,18,6,7,10,5,0.0
2543,6,7,10,5,18,0.0
2544,7,10,5,18,19,0.0
2545,10,5,18,19,4,-1.0
2546,5,18,19,4,4,0.0
2547,18,19,4,4,15,1.0
2548,19,4,4,15,0,1.0
2549,4,4,15,0,4,0.0
2550,4,15,0,4,9,-1.0
2551,15,0,4,9,15,0.0
2552,0,4,9,15,4,0.0
2553,4,9,15,4,8,0.0
2554,9,15,4,8,6,0.0
2555,15,4,8,6,8,0.0
2556,4,8,6,8,7,0.0
2557,8,6,8,7,19,1.0
2558,6,8,7,19,13,0.0
2559,8,7,19,13,11,0.0
2560,7,19,13,11,14,1.0
2561,19,13,11,14,17,0.0
2562,13,11,14,17,15,1.0
2563,11,14,17,15,0,1.0
2564,14,17,15,0,2,0.0
2565,17,15,0,2,2,0.0
2566,15,0,2,2,14,0.0
2567,0,2,2,14,4,1.0
2568,2,2,14,4,9,0.0
2569,2,14,4,9,7,1.0
2570,14,4,9,7,8,0.0
2571,4,9,7,8,14,1.0
2572,9,7,8,14,13,1.0
2573,7,8,14,13,11,0.0
2574,8,14,13,11,7,1.0
2575,14,13,11,7,8,1.0
2576,13,11,7,8,7,1.0
2577,11,7,8,7,7,1.0
2578,7,8,7,7,2,0.0
2579,8,7,7,2,10,0.0
2580,7,7,2,10,12,0.0
2581,7,2,10,12,12,1.0
2582,2,10,12,12,3,0.0
2583,10,12,12,3,10,0.0
2584,12,12,3,10,13,0.0
2585,12,3,10,13,2,0.0
2586,3,10,13,2,0,0.0
2587,10,13,2,0,5,1.0
2588,13,2,0,5,14,1.0
2589,2,0,5,14,3,1.0
2590,0,5,14,3,10,1.0
2591,5,14,3,10,16,0.0
2592,14,3,10,16,19,0.0
2593,3,10,16,19,6,0.0
2594,10,16,19,6,4,-1.0
2595,16,19,6,4,17,1.0
2596,19,6,4,17,10,0.0
2597,6,4,17,10,15,0.0
2598,4,17,10,15,15,0.0
2599,17,10,15,15,2,0.0
2600,10,15,15,2,13,0.0
2601,15,15,2,13,19,0.0
2602,15,2,13,19,7,1.0
2603,2,13,19,7,8,0.0
2604,13,19,7,8,19,1.0
2605,19,7,8,19,3,1.0
2606,7,8,19,3,11,1.0
2607,8,19,3,11,2,1.0
2608,19,3,11,2,9,1.0
2609,3,11,2,9,11,1.0
2610,11,2,9,11,12,0.0
2611,2,9,11,12,3,0.0
2612,9,11,12,3,9,1.0
2613,11,12,3,9,8,0.0
2614,12,3,9,8,3,0.0
2615,3,9,8,3,12,1.0
2616,9,8,3,12,17,0.0
2617,8,3,12,17,11,0.0
2618,3,12,17,11,5,-1.0
2619,12,17,11,5,14,0.0
2620,17,11,5,14,1,1.0
2621,11,5,14,1,4,0.0
2622,5,14,1,4,10,-1.0
2623,14,1,4,10,8,1.0
2624,1,4,10,8,9,1.0
2625,4,10,8,9,12,0.0
2626,10,8,9,12,6,1.0
2627,8,9,12,6,4,1.0
2628,9,12,6,4,2,0.0
2629,12,6,4,2,0,1.0
2630,6,4,2,0,13,0.0
2631,4,2,0,13,0,1.0
2632,2,0,13,0,9,1.0
2633,0,13,0,9,7,1.0
2634,13,0,9,7,5,0.0
2635,0,9,7,5,16,0.0
2636,9,7,5,16,16,0.0
2637,7,5,16,16,2,1.0
2638,5,16,16,2,17,-1.0
2639,16,16,2,17,1,1.0
2640,16,2,17,1,19,0.0
2641,2,17,1,19,17,0.0
2642,17,1,19,17,13,1.0
2643,1,19,17,13,4,1.0
2644,19,17,13,4,13,0.0
2645,17,13,4,13,2,1.0
2646,13,4,13,2,19,1.0
2647,4,13,2,19,2,1.0
2648,13,2,19,2,17,0.0
2649,2,19,2,17,7,1.0
2650,19,2,17,7,3,0.0
2651,2,17,7,3,0,0.0
2652,17,7,3,0,11,1.0
2653,7,3,0,11,11,0.0
2654,3,0,11,11,8,0.0
2655,0,11,11,8,14,1.0
2656,11,11,8,14,7,0.0
2657,11,8,14,7,2,0.0
2658,8,14,7,2,7,1.0
2659,14,7,2,7,13,0.0
2660,7,2,7,13,12,1.0
2661,2,7,13,12,1,0.0
2662,7,13,12,1,17,0.0
2663,13,12,1,17,3,0.0
2664,12,1,17,3,19,1.0
2665,1,17,3,19,1,1.0
2666,17,3,19,1,9,1.0
2667,3,19,1,9,7,0.0
2668,19,1,9,7,13,0.0
2669,1,9,7,13,10,-1.0
2670,9,7,13,10,4,0.0
2671,7,13,10,4,3,0.0
2672,13,10,4,3,9,1.0
2673,10,4,3,9,16,-1.0
2674,4,3,9,16,4,1.0
2675,3,9,16,4,11,1.0
2676,9,16,4,11,0,1.0
2677,16,4,11,0,10,1.0
2678,4,11,0,10,15,0.0
2679,11,0,10,15,18,0.0
2680,0,10,15,18,13,1.0
2681,10,15,18,13,2,0.0
2682,15,18,13,2,7,0.0
2683,18,13,2,7,10,0.0
2684,13,2,7,10,9,0.0
2685,2,7,10,9,4,1.0
2686,7,10,9,4,0,0.0
2687,10,9,4,0,7,0.0
2688,9,4,0,7,14,1.0
2689,4,0,7,14,5,0.0
2690,0,7,14,5,8,0.0
2691,7,14,5,8,4,-1.0
2692,14,5,8,4,1,1.0
2693,5,8,4,1,11,0.0
2694,8,4,1,11,10,-1.0
2695,4,1,11,10,17,-1.0
2696,1,11,10,17,3,1.0
2697,11,10,17,3,9,0.0
2698,10,17,3,9,16,0.0
2699,17,3,9,16,10,-1.0
2700,3,9,16,10,6,1.0
2701,9,16,10,6,18,0.0
2702,16,10,6,18,0,-1.0
2703,10,6,18,0,6,0.0
2704,6,18,0,6,15,0.0
2705,18,0,6,15,1,1.0
2706,0,6,15,1,14,1.0
2707,6,15,1,14,5,0.0
2708,15,1,14,5,17,0.0
2709,1,14,5,17,19,1.0
2710,14,5,17,19,1,0.0
2711,5,17,19,1,15,0.0
2712,17,19,1,15,11,-1.0
2713,19,1,15,11,18,0.0
2714,1,15,11,18,4,0.0
2715,15,11,18,4,3,1.0
2716,11,18,4,3,6,1.0
2717,18,4,3,6,1,1.0
2718,4,3,6,1,7,0.0
2719,3,6,1,7,4,1.0
2720,6,1,7,4,0,1.0
2721,1,7,4,0,14,0.0
2722,7,4,0,14,16,-1.0
2723,4,0,14,16,6,1.0
2724,0,14,16,6,16,-1.0
2725,14,16,6,16,19,0.0
2726,16,6,16,19,19,1.0
2727,6,16,19,19,9,-1.0
2728,16,19,19,9,1,0.0
2729,19,19,9,1,15,0.0
2730,19,9,1,15,1,0.0
2731,9,1,15,1,12,0.0
2732,1,15,1,12,19,0.0
2733,15,1,12,19,4,1.0
2734,1,12,19,4,14,0.0
2735,12,19,4,14,4,0.0
2736,19,4,14,4,16,0.0
2737,4,14,4,16,8,0.0
2738,14,4,16,8,17,0.0
2739,4,16,8,17,12,0.0
2740,16,8,17,12,5,-1.0
2741,8,17,12,5,4,1.0
2742,17,12,5,4,0,1.0
2743,12,5,4,0,5,0.0
2744,5,4,0,5,10,0.0
2745,4,0,5,10,0,0.0
2746,0,5,10,0,13,1.0
2747,5,10,0,13,11,0.0
2748,10,0,13,11,12,1.0
2749,0,13,11,12,15,0.0
2750,13,11,12,15,5,1.0
2751,11,12,15,5,18,1.0
2752,12,15,5,18,3,1.0
2753,15,5,18,3,18,1.0
2754,5,18,3,18,2,0.0
2755,18,3,18,2,17,1.0
2756,3,18,2,17,14,1.0
2757,18,2,17,14,19,1.0
2758,2,17,14,19,16,0.0
2759,17,14,19,16,1,1.0
2760,14,19,16,1,12,0.0
2761,19,16,1,12,17,-1.0
2762,16,1,12,17,1,0.0
2763,1,12,17,1,18,0.0
2764,12,17,1,18,16,0.0
2765,17,1,18,16,2,0.0
2766,1,18,16,2,7,1.0
2767,18,16,2,7,1,1.0
2768,16,2,7,1,3,0.0
2769,2,7,1,3,7,0.0
2770,7,1,3,7,7,0.0
2771,1,3,7,7,16,1.0
2772,3,7,7,16,7,1.0
2773,7,7,16,7,1,0.0
2774,7,16,7,1,16,1.0
2775,16,7,1,16,18,0.0
2776,7,1,16,18,16,0.0
2777,1,16,18,16,7,1.0
2778,16,18,16,7,3,-1.0
2779,18,16,7,3,17,1.0
2780,16,7,3,17,2,0.0
2781,7,3,17,2,5,1.0
2782,3,17,2,5,10,0.0
2783,17,2,5,10,17,0.0
2784,2,5,10,17,18,1.0
2785,5,10,17,18,10,1.0
2786,10,17,18,10,4,1.0
2787,17,18,10,4,6,1.0
2788,18,10,4,6,4,-1.0
2789,10,4,6,4,1,-1.0
2790,4,6,4,1,13,1.0
2791,6,4,1,13,7,0.0
2792,4,1,13,7,18,0.0
2793,1,13,7,18,16,1.0
2794,13,7,18,16,3,0.0
2795,7,18,16,3,1,1.0
2796,18,16,3,1,17,0.0
2797,16,3,1,17,8,1.0
2798,3,1,17,8,4,-1.0
2799,1,17,8,4,15,0.0
2800,17,8,4,15,3,1.0
2801,8,4,15,3,2,1.0
2802,4,15,3,2,4,0.0
2803,15,3,2,4,3,1.0
2804,3,2,4,3,9,0.0
2805,2,4,3,9,10,1.0
2806,4,3,9,10,3,0.0
2807,3,9,10,3,8,1.0
2808,9,10,3,8,2,1.0
2809,10,3,8,2,5,-1.0
2810,3,8,2,5,4,1.0
2811,8,2,5,4,15,0.0
2812,2,5,4,15,11,-1.0
2813,5,4,15,11,11,0.0
2814,4,15,11,11,0,1.0
2815,15,11,11,0,3,0.0
2816,11,11,0,3,0,1.0
2817,11,0,3,0,11,1.0
2818,0,3,0,11,0,0.0
2819,3,0,11,0,13,-1.0
2820,0,11,0,13,12,0.0
2821,11,0,13,12,7,0.0
2822,0,13,12,7,10,0.0
2823,13,12,7,10,16,1.0
2824,12,7,10,16,6,0.0
2825,7,10,16,6,17,1.0
2826,10,16,6,17,15,0.0
2827,16,6,17,15,6,1.0
2828,6,17,15,6,14,1.0
2829,17,15,6,14,9,1.0
2830,15,6,14,9,10,1.0
2831,6,14,9,10,11,1.0
2832,14,9,10,11,11,0.0
2833,9,10,11,11,0,1.0
2834,10,11,11,0,10,-1.0
2835,11,11,0,10,9,0.0
2836,11,0,10,9,19,0.0
2837,0,10,9,19,6,0.0
2838,10,9,19,6,5,0.0
2839,9,19,6,5,8,0.0
2840,19,6,5,8,16,0.0
2841,6,5,8,16,8,1.0
2842,5,8,16,8,7,1.0
2843,8,16,8,7,10,0.0
2844,16,8,7,10,7,1.0
2845,8,7,10,7,8,-1.0
2846,7,10,7,8,16,1.0
2847,10,7,8,16,8,0.0
2848,7,8,16,8,4,1.0
2849,8,16,8,4,13,1.0
2850,16,8,4,13,17,0.0
2851,8,4,13,17,12,1.0
2852,4,13,17,12,2,0.0
2853,13,17,12,2,15,1.0
2854,17,12,2,15,11,1.0
2855,12,2,15,11,7,1.0
2856,2,15,11,7,13,0.0
2857,15,11,7,13,12,-1.0
2858,11,7,13,12,3,1.0
2859,7,13,12,3,4,1.0
2860,13,12,3,4,11,-1.0
2861,12,3,4,11,3,0.0
2862,3,4,11,3,9,-1.0
2863,4,11,3,9,18,0.0
2864,11,3,9,18,0,1.0
2865,3,9,18,0,12,1.0
2866,9,18,0,12,15,1.0
2867,18,0,12,15,10,1.0
2868,0,12,15,10,4,0.0
2869,12,15,10,4,17,-1.0
2870,15,10,4,17,8,-1.0
2871,10,4,17,8,4,1.0
2872,4,17,8,4,3,0.0
2873,17,8,4,3,15,0.0
2874,8,4,3,15,14,0.0
2875,4,3,15,14,11,0.0
2876,3,15,14,11,1,0.0
2877,15,14,11,1,2,0.0
2878,14,11,1,2,15,-1.0
2879,11,1,2,15,1,1.0
2880,1,2,15,1,10,1.0
2881,2,15,1,10,3,0.0
2882,15,1,10,3,7,0.0
2883,1,10,3,7,15,0.0
2884,10,3,7,15,14,0.0
2885,3,7,15,14,10,1.0
2886,7,15,14,10,0,0.0
2887,15,14,10,0,4,0.0
2888,14,10,0,4,8,0.0
2889,10,0,4,8,10,1.0
2890,0,4,8,10,16,1.0
2891,4,8,10,16,6,1.0
2892,8,10,16,6,14,0.0
2893,10,16,6,14,8,1.0
2894,16,6,14,8,17,1.0
2895,6,14,8,17,11,1.0
2896,14,8,17,11,10,0.0
2897,8,17,11,10,12,1.0
2898,17,11,10,12,0,1.0
2899,11,10,12,0,5,1.0
2900,10,12,0,5,19,0.0
2901,12,0,5,19,16,0.0
2902,0,5,19,16,1,0.0
2903,5,19,16,1,13,0.0
2904,19,16,1,13,13,1.0
2905,16,1,13,13,15,1.0
2906,1,13,13,15,11,-1.0
2907,13,13,15,11,16,0.0
2908,13,15,11,16,4,0.0
2909,15,11,16,4,1,0.0
2910,11,16,4,1,16,1.0
2911,16,4,1,16,5,0.0
2912,4,1,16,5,8,1.0
2913,1,16,5,8,17,1.0
2914,16,5,8,17,0,1.0
2915,5,8,17,0,0,0.0
2916,8,17,0,0,6,0.0
2917,17,0,0,6,17,0.0
2918,0,0,6,17,10,1.0
2919,0,6,17,10,14,0.0
2920,6,17,10,14,16,0.0
2921,17,10,14,16,0,1.0
2922,10,14,16,0,6,0.0
2923,14,16,0,6,12,1.0
2924,16,0,6,12,13,1.0
2925,0,6,12,13,7,0.0
2926,6,12,13,7,5,1.0
2927,12,13,7,5,12,0.0
2928,13,7,5,12,9,0.0
2929,7,5,12,9,19,1.0
2930,5,12,9,19,15,0.0
2931,12,9,19,15,14,0.0
2932,9,19,15,14,11,0.0
2933,19,15,14,11,12,0.0
2934,15,14,11,12,1,0.0
2935,14,11,12,1,8,1.0
2936,11,12,1,8,18,1.0
2937,12,1,8,18,16,1.0
2938,1,8,18,16,6,1.0
2939,8,18,16,6,1,0.0
2940,18,16,6,1,16,1.0
2941,16,6,1,16,11,1.0
2942,6,1,16,11,18,0.0
2943,1,16,11,18,11,-1.0
2944,16,11,18,11,10,0.0
2945,11,18,11,10,8,1.0
2946,18,11,10,8,6,1.0
2947,11,10,8,6,14,1.0
2948,10,8,6,14,10,0.0
2949,8,6,14,10,5,1.0
2950,6,14,10,5,16,1.0
2951,14,10,5,16,16,0.0
2952,10,5,16,16,1,-1.0
2953,5,16,16,1,16,0.0
2954,16,16,1,16,11,0.0
2955,16,1,16,11,8,0.0
2956,1,16,11,8,8,0.0
2957,16,11,8,8,2,1.0
2958,11,8,8,2,13,0.0
2959,8,8,2,13,2,1.0
2960,8,2,13,2,10,1.0
2961,2,13,2,10,12,1.0
2962,13,2,10,12,13,0.0
2963,2,10,12,13,16,1.0
2964,10,12,13,16,16,0.0
2965,12,13,16,16,19,1.0
2966,13,16,16,19,17,1.0
2967,16,16,19,17,16,1.0
2968,16,19,17,16,3,0.0
2969,19,17,16,3,5,0.0
2970,17,16,3,5,9,0.0
2971,16,3,5,9,6,1.0
2972,3,5,9,6,3,1.0
2973,5,9,6,3,4,0.0
2974,9,6,3,4,16,1.0
2975,6,3,4,16,10,1.0
2976,3,4,16,10,12,1.0
2977,4,16,10,12,2,0.0
2978,16,10,12,2,17,1.0
2979,10,12,2,17,8,0.0
2980,12,2,17,8,18,1.0
2981,2,17,8,18,6,1.0
2982,17,8,18,6,3,1.0
2983,8,18,6,3,12,0.0
2984,18,6,3,12,13,0.0
2985,6,3,12,13,14,0.0
2986,3,12,13,14,8,1.0
2987,12,13,14,8,9,0.0
2988,13,14,8,9,1,0.0
2989,14,8,9,1,2,1.0
2990,8,9,1,2,16,1.0
2991,9,1,2,16,9,1.0
2992,1,2,16,9,6,1.0
2993,2,16,9,6,0,1.0
2994,16,9,6,0,13,0.0
2995,9,6,0,13,1,1.0
2996,6,0,13,1,8,1.0
2997,0,13,1,8,9,0.0
2998,13,1,8,9,9,1.0
2999,1,8,9,9,15,0.0
3000,8,9,9,15,9,-1.0
3001,9,9,15,9,2,0.0
3002,9,15,9,2,9,1.0
3003,15,9,2,9,18,0.0
3004,9,2,9,18,15,1.0
3005,2,9,18,15,16,0.0
3006,9,18,15,16,10,0.0
3007,18,15,16,10,5,0.0
3008,15,16,10,5,0,0.0
3009,16,10,5,0,1,0.0
3010,10,5,0,1,15,0.0
3011,5,0,1,15,0,0.0
3012,0,1,15,0,0,0.0
3013,1,15,0,0,9,-1.0
3014,15,0,0,9,19,1.0
3015,0,0,9,19,17,1.0
3016,0,9,19,17,14,1.0
3017,9,19,17,14,10,1.0
3018,19,17,14,10,11,1.0
3019,17,14,10,11,3,1.0
3020,14,10,11,3,3,1.0
3021,10,11,3,3,10,1.0
3022,11,3,3,10,13,0.0
3023,3,3,10,13,17,1.0
3024,3,10,13,17,0,1.0
3025,10,13,17,0,7,1.0
3026,13,17,0,7,5,1.0
3027,17,0,7,5,10,1.0
3028,0,7,5,10,16,1.0
3029,7,5,10,16,4,-1.0
3030,5,10,16,4,19,1.0
3031,10,16,4,19,6,1.0
3032,16,4,19,6,4,0.0
3033,4,19,6,4,0,0.0
3034,19,6,4,0,10,-1.0
3035,6,4,0,10,3,1.0
3036,4,0,10,3,8,1.0
3037,0,10,3,8,4,0.0
3038,10,3,8,4,11,1.0
3039,3,8,4,11,11,0.0
3040,8,4,11,11,10,-1.0
3041,4,11,11,10,8,1.0
3042,11,11,10,8,18,1.0
3043,11,10,8,18,14,1.0
3044,10,8,18,14,5,1.0
3045,8,18,14,5,1,1.0
3046,18,14,5,1,1,1.0
3047,14,5,1,1,3,0.0
3048,5,1,1,3,0,1.0
3049,1,1,3,0,4,1.0
3050,1,3,0,4,0,1.0
3051,3,0,4,0,10,1.0
3052,0,4,0,10,17,-1.0
3053,4,0,10,17,7,0.0
3054,0,10,17,7,13,1.0
3055,10,17,7,13,19,1.0
3056,17,7,13,19,14,0.0
3057,7,13,19,14,10,0.0
3058,13,19,14,10,10,0.0
3059,19,14,10,10,8,1.0
3060,14,10,10,8,14,0.0
3061,10,10,8,14,18,1.0
3062,10,8,14,18,0,1.0
3063,8,14,18,0,19,0.0
3064,14,18,0,19,18,1.0
3065,18,0,19,18,10,0.0
3066,0,19,18,10,13,1.0
3067,19,18,10,13,15,0.0
3068,18,10,13,15,9,1.0
3069,10,13,15,9,9,0.0
3070,13,15,9,9,14,1.0
3071,15,9,9,14,7,1.0
3072,9,9,14,7,14,0.0
3073,9,14,7,14,3,1.0
3074,14,7,14,3,1,1.0
3075,7,14,3,1,11,0.0
3076,14,3,1,11,1,0.0
3077,3,1,11,1,1,-1.0
3078,1,11,1,1,1,-1.0
3079,11,1,1,1,0,1.0
3080,1,1,1,0,2,1.0
3081,1,1,0,2,9,1.0
3082,1,0,2,9,5,1.0
3083,0,2,9,5,15,0.0
3084,2,9,5,15,13,0.0
3085,9,5,15,13,8,0.0
3086,5,15,13,8,1,1.0
3087,15,13,8,1,7,1.0
3088,13,8,1,7,18,0.0
3089,8,1,7,18,11,1.0
3090,1,7,18,11,5,1.0
3091,7,18,11,5,7,1.0
3092,18,11,5,7,11,1.0
3093,11,5,7,11,15,0.0
3094,5,7,11,15,11,-1.0
3095,7,11,15,11,5,0.0
3096,11,15,11,5,11,1.0
3097,15,11,5,11,6,0.0
3098,11,5,11,6,0,0.0
3099,5,11,6,0,18,1.0
3100,11,6,0,18,1,0.0
3101,6,0,18,1,1,-1.0
3102,0,18,1,1,11,0.0
3103,18,1,1,11,17,1.0
3104,1,1,11,17,5,0.0
3105,1,11,17,5,14,0.0
3106,11,17,5,14,13,0.0
3107,17,5,14,13,13,1.0
3108,5,14,13,13,4,0.0
3109,14,13,13,4,16,-1.0
3110,13,13,4,16,17,0.0
3111,13,4,16,17,3,0.0
3112,4,16,17,3,15,1.0
3113,16,17,3,15,19,0.0
3114,17,3,15,19,8,0.0
3115,3,15,19,8,10,1.0
3116,15,19,8,10,10,0.0
3117,19,8,10,10,0,1.0
3118,8,10,10,0,6,1.0
3119,10,10,0,6,7,0.0
3120,10,0,6,7,7,1.0
3121,0,6,7,7,2,1.0
3122,6,7,7,2,16,0.0
3123,7,7,2,16,6,1.0
3124,7,2,16,6,8,0.0
3125,2,16,6,8,3,0.0
3126,16,6,8,3,7,0.0
3127,6,8,3,7,0,1.0
3128,8,3,7,0,15,0.0
3129,3,7,0,15,0,0.0
3130,7,0,15,0,9,1.0
3131,0,15,0,9,7,1.0
3132,15,0,9,7,7,1.0
3133,0,9,7,7,9,0.0
3134,9,7,7,9,11,-1.0
3135,7,7,9,11,7,1.0
3136,7,9,11,7,2,0.0
3137,9,11,7,2,16,0.0
3138,11,7,2,16,5,0.0
3139,7,2,16,5,18,0.0
3140,2,16,5,18,14,0.0
3141,16,5,18,14,19,0.0
3142,5,18,14,19,11,0.0
3143,18,14,19,11,0,1.0
3144,14,19,11,0,9,0.0
3145,19,11,0,9,8,1.0
3146,11,0,9,8,15,0.0
3147,0,9,8,15,8,0.0
3148,9,8,15,8,2,0.0
3149,8,15,8,2,11,1.0
3150,15,8,2,11,9,-1.0
3151,8,2,11,9,12,1.0
3152,2,11,9,12,4,0.0
3153,11,9,12,4,6,1.0
3154,9,12,4,6,5,0.0
3155,12,4,6,5,8,1.0
3156,4,6,5,8,8,0.0
3157,6,5,8,8,6,1.0
3158,5,8,8,6,15,0.0
3159,8,8,6,15,11,1.0
3160,8,6,15,11,15,0.0
3161,6,15,11,15,18,1.0
3162,15,11,15,18,2,0.0
3163,11,15,18,2,17,0.0
3164,15,18,2,17,8,1.0
3165,18,2,17,8,12,1.0
3166,2,17,8,12,3,-1.0
3167,17,8,12,3,7,1.0
3168,8,12,3,7,12,1.0
3169,12,3,7,12,13,1.0
3170,3,7,12,13,19,1.0
3171,7,12,13,19,10,-1.0
3172,12,13,19,10,15,-1.0
3173,13,19,10,15,7,-1.0
3174,19,10,15,7,18,1.0
3175,10,15,7,18,16,1.0
3176,15,7,18,16,9,1.0
3177,7,18,16,9,13,0.0
3178,18,16,9,13,14,1.0
3179,16,9,13,14,14,0.0
3180,9,13,14,14,9,1.0
3181,13,14,14,9,13,1.0
3182,14,14,9,13,3,-1.0
3183,14,9,13,3,9,0.0
3184,9,13,3,9,2,0.0
3185,13,3,9,2,5,0.0
3186,3,9,2,5,3,0.0
3187,9,2,5,3,8,0.0
3188,2,5,3,8,9,0.0
3189,5,3,8,9,17,0.0
3190,3,8,9,17,2,0.0
3191,8,9,17,2,7,1.0
3192,9,17,2,7,8,0.0
3193,17,2,7,8,13,0.0
3194,2,7,8,13,9,0.0
3195,7,8,13,9,18,-1.0
3196,8,13,9,18,5,1.0
3197,13,9,18,5,2,0.0
3198,9,18,5,2,7,-1.0
3199,18,5,2,7,0,0.0
3200,5,2,7,0,9,0.0
3201,2,7,0,9,10,-1.0
3202,7,0,9,10,6,1.0
3203,0,9,10,6,16,0.0
3204,9,10,6,16,5,0.0
3205,10,6,16,5,3,0.0
3206,6,16,5,3,5,0.0
3207,16,5,3,5,12,1.0
3208,5,3,5,12,11,-1.0
3209,3,5,12,11,12,0.0
3210,5,12,11,12,6,0.0
3211,12,11,12,6,11,0.0
3212,11,12,6,11,12,1.0
3213,12,6,11,12,5,0.0
3214,6,11,12,5,18,1.0
3215,11,12,5,18,6,0.0
3216,12,5,18,6,11,1.0
3217,5,18,6,11,4,-1.0
3218,18,6,11,4,15,0.0
3219,6,11,4,15,6,0.0
3220,11,4,15,6,17,0.0
3221,4,15,6,17,4,1.0
3222,15,6,17,4,13,0.0
3223,6,17,4,13,8,0.0
3224,17,4,13,8,2,0.0
3225,4,13,8,2,11,0.0
3226,13,8,2,11,13,1.0
3227,8,2,11,13,0,0.0
3228,2,11,13,0,9,0.0
3229,11,13,0,9,15,0.0
3230,13,0,9,15,18,0.0
3231,0,9,15,18,10,-1.0
3232,9,15,18,10,10,0.0
3233,15,18,10,10,18,-1.0
3234,18,10,10,18,11,-1.0
3235,10,10,18,11,18,0.0
3236,10,18,11,18,5,1.0
3237,18,11,18,5,9,0.0
3238,11,18,5,9,4,1.0
3239,18,5,9,4,12,0.0
3240,5,9,4,12,13,1.0
3241,9,4,12,13,14,1.0
3242,4,12,13,14,3,0.0
3243,12,13,14,3,16,-1.0
3244,13,14,3,16,3,0.0
3245,14,3,16,3,14,0.0
3246,3,16,3,14,7,0.0
3247,16,3,14,7,10,1.0
3248,3,14,7,10,2,0.0
3249,14,7,10,2,17,0.0
3250,7,10,2,17,9,1.0
3251,10,2,17,9,17,0.0
3252,2,17,9,17,14,0.0
3253,17,9,17,14,18,0.0
3254,9,17,14,18,16,0.0
3255,17,14,18,16,1,1.0
3256,14,18,16,1,6,0.0
3257,18,16,1,6,2,0.0
3258,16,1,6,2,12,1.0
3259,1,6,2,12,14,0.0
3260,6,2,12,14,9,1.0
3261,2,12,14,9,0,1.0
3262,12,14,9,0,2,0.0
3263,14,9,0,2,7,1.0
3264,9,0,2,7,16,-1.0
3265,0,2,7,16,2,0.0
3266,2,7,16,2,11,1.0
3267,7,16,2,11,11,0.0
3268,16,2,11,11,0,1.0
3269,2,11,11,0,0,0.0
3270,11,11,0,0,3,0.0
3271,11,0,0,3,15,0.0
3272,0,0,3,15,9,0.0
3273,0,3,15,9,4,1.0
3274,3,15,9,4,5,0.0
3275,15,9,4,5,18,0.0
3276,9,4,5,18,9,1.0
3277,4,5,18,9,10,0.0
3278,5,18,9,10,10,0.0
3279,18,9,10,10,13,0.0
3280,9,10,10,13,0,0.0
3281,10,10,13,0,16,1.0
3282,10,13,0,16,5,1.0
3283,13,0,16,5,15,0.0
3284,0,16,5,15,16,-1.0
3285,16,5,15,16,9,0.0
3286,5,15,16,9,10,0.0
3287,15,16,9,10,17,0.0
3288,16,9,10,17,12,0.0
3289,9,10,17,12,6,1.0
3290,10,17,12,6,14,1.0
3291,17,12,6,14,14,0.0
3292,12,6,14,14,9,1.0
3293,6,14,14,9,15,1.0
3294,14,14,9,15,9,0.0
3295,14,9,15,9,8,1.0
3296,9,15,9,8,15,1.0
3297,15,9,8,15,4,0.0
3298,9,8,15,4,3,0.0
3299,8,15,4,3,5,1.0
3300,15,4,3,5,13,1.0
3301,4,3,5,13,10,0.0
3302,3,5,13,10,7,0.0
3303,5,13,10,7,9,-1.0
3304,13,10,7,9,13,0.0
3305,10,7,9,13,4,0.0
3306,7,9,13,4,3,0.0
3307,9,13,4,3,13,0.0
3308,13,4,3,13,1,0.0
3309,4,3,13,1,0,1.0
3310,3,13,1,0,19,0.0
3311,13,1,0,19,16,1.0
3312,1,0,19,16,0,1.0
3313,0,19,16,0,9,0.0
3314,19,16,0,9,7,1.0
3315,16,0,9,7,14,0.0
3316,0,9,7,14,19,0.0
3317,9,7,14,19,4,0.0
3318,7,14,19,4,15,0.0
3319,14,19,4,15,3,0.0
3320,19,4,15,3,4,0.0
3321,4,15,3,4,2,0.0
3322,15,3,4,2,13,0.0
3323,3,4,2,13,10,1.0
3324,4,2,13,10,16,-1.0
3325,2,13,10,16,4,1.0
3326,13,10,16,4,10,0.0
